year,series,volume,type,y2030,y2050,y2100,lohi
2100,俄罗斯,6.6,seriesval,0,0,0,0
1870,巴西,0.07,seriesval,0,0,0,0
1871,巴西,0.07,seriesval,0,0,0,0
1872,巴西,0.07,seriesval,0,0,0,0
1873,巴西,0.07,seriesval,0,0,0,0
1874,巴西,0.07,seriesval,0,0,0,0
1875,巴西,0.07,seriesval,0,0,0,0
1876,巴西,0.07,seriesval,0,0,0,0
1877,巴西,0.07,seriesval,0,0,0,0
1878,巴西,0.07,seriesval,0,0,0,0
1879,巴西,0.07,seriesval,0,0,0,0
1880,巴西,0.07,seriesval,0,0,0,0
1881,巴西,0.11,seriesval,0,0,0,0
1882,巴西,0.12,seriesval,0,0,0,0
1883,巴西,0.12,seriesval,0,0,0,0
1884,巴西,0.13,seriesval,0,0,0,0
1885,巴西,0.13,seriesval,0,0,0,0
1886,巴西,0.14,seriesval,0,0,0,0
1887,巴西,0.14,seriesval,0,0,0,0
1888,巴西,0.14,seriesval,0,0,0,0
1889,巴西,0.14,seriesval,0,0,0,0
1890,巴西,0.15,seriesval,0,0,0,0
1891,巴西,0.13,seriesval,0,0,0,0
1892,巴西,0.13,seriesval,0,0,0,0
1893,巴西,0.13,seriesval,0,0,0,0
1894,巴西,0.13,seriesval,0,0,0,0
1895,巴西,0.13,seriesval,0,0,0,0
1896,巴西,0.13,seriesval,0,0,0,0
1897,巴西,0.13,seriesval,0,0,0,0
1898,巴西,0.13,seriesval,0,0,0,0
1899,巴西,0.13,seriesval,0,0,0,0
1900,巴西,0.13,seriesval,0,0,0,0
1901,巴西,0.23,seriesval,0,0,0,0
1902,巴西,0.26,seriesval,0,0,0,0
1903,巴西,0.27,seriesval,0,0,0,0
1904,巴西,0.29,seriesval,0,0,0,0
1905,巴西,0.3,seriesval,0,0,0,0
1906,巴西,0.31,seriesval,0,0,0,0
1907,巴西,0.32,seriesval,0,0,0,0
1908,巴西,0.33,seriesval,0,0,0,0
1909,巴西,0.34,seriesval,0,0,0,0
1910,巴西,0.34,seriesval,0,0,0,0
1911,巴西,0.28,seriesval,0,0,0,0
1912,巴西,0.27,seriesval,0,0,0,0
1913,巴西,0.25,seriesval,0,0,0,0
1914,巴西,0.24,seriesval,0,0,0,0
1915,巴西,0.23,seriesval,0,0,0,0
1916,巴西,0.23,seriesval,0,0,0,0
1917,巴西,0.22,seriesval,0,0,0,0
1918,巴西,0.22,seriesval,0,0,0,0
1919,巴西,0.22,seriesval,0,0,0,0
1920,巴西,0.22,seriesval,0,0,0,0
1921,巴西,0.27,seriesval,0,0,0,0
1922,巴西,0.28,seriesval,0,0,0,0
1923,巴西,0.29,seriesval,0,0,0,0
1924,巴西,0.3,seriesval,0,0,0,0
1925,巴西,0.31,seriesval,0,0,0,0
1926,巴西,0.31,seriesval,0,0,0,0
1927,巴西,0.31,seriesval,0,0,0,0
1928,巴西,0.32,seriesval,0,0,0,0
1929,巴西,0.32,seriesval,0,0,0,0
1930,巴西,0.32,seriesval,0,0,0,0
1931,巴西,0.33,seriesval,0,0,0,0
1932,巴西,0.33,seriesval,0,0,0,0
1933,巴西,0.34,seriesval,0,0,0,0
1934,巴西,0.34,seriesval,0,0,0,0
1935,巴西,0.35,seriesval,0,0,0,0
1936,巴西,0.35,seriesval,0,0,0,0
1937,巴西,0.35,seriesval,0,0,0,0
1938,巴西,0.36,seriesval,0,0,0,0
1939,巴西,0.36,seriesval,0,0,0,0
1940,巴西,0.37,seriesval,0,0,0,0
1941,巴西,0.37,seriesval,0,0,0,0
1942,巴西,0.37,seriesval,0,0,0,0
1943,巴西,0.37,seriesval,0,0,0,0
1944,巴西,0.37,seriesval,0,0,0,0
1945,巴西,0.38,seriesval,0,0,0,0
1946,巴西,0.39,seriesval,0,0,0,0
1947,巴西,0.4,seriesval,0,0,0,0
1948,巴西,0.41,seriesval,0,0,0,0
1949,巴西,0.42,seriesval,0,0,0,0
1950,巴西,0.44,seriesval,0,0,0,0
1951,巴西,0.57,seriesval,0,0,0,0
1952,巴西,0.62,seriesval,0,0,0,0
1953,巴西,0.65,seriesval,0,0,0,0
1954,巴西,0.68,seriesval,0,0,0,0
1955,巴西,0.71,seriesval,0,0,0,0
1956,巴西,0.73,seriesval,0,0,0,0
1957,巴西,0.75,seriesval,0,0,0,0
1958,巴西,0.78,seriesval,0,0,0,0
1959,巴西,0.8,seriesval,0,0,0,0
1960,巴西,0.84,seriesval,0,0,0,0
1961,巴西,0.97,seriesval,0,0,0,0
1962,巴西,1.15,seriesval,0,0,0,0
1963,巴西,1.23,seriesval,0,0,0,0
1964,巴西,1.21,seriesval,0,0,0,0
1965,巴西,1.22,seriesval,0,0,0,0
1966,巴西,1.27,seriesval,0,0,0,0
1967,巴西,1.29,seriesval,0,0,0,0
1968,巴西,1.39,seriesval,0,0,0,0
1969,巴西,1.55,seriesval,0,0,0,0
1970,巴西,1.3,seriesval,0,0,0,0
1971,巴西,1.16,seriesval,0,0,0,0
1972,巴西,1.14,seriesval,0,0,0,0
1973,巴西,1.12,seriesval,0,0,0,0
1974,巴西,1.18,seriesval,0,0,0,0
1975,巴西,1.18,seriesval,0,0,0,0
1976,巴西,1.22,seriesval,0,0,0,0
1977,巴西,1.19,seriesval,0,0,0,0
1978,巴西,1.2,seriesval,0,0,0,0
1979,巴西,1.26,seriesval,0,0,0,0
1980,巴西,1.27,seriesval,0,0,0,0
1981,巴西,1.24,seriesval,0,0,0,0
1982,巴西,1.49,seriesval,0,0,0,0
1983,巴西,1.51,seriesval,0,0,0,0
1984,巴西,1.54,seriesval,0,0,0,0
1985,巴西,1.61,seriesval,0,0,0,0
1986,巴西,1.73,seriesval,0,0,0,0
1987,巴西,1.74,seriesval,0,0,0,0
1988,巴西,1.74,seriesval,0,0,0,0
1989,巴西,1.75,seriesval,0,0,0,0
1990,巴西,1.4,seriesval,0,0,0,0
1991,巴西,1.69,seriesval,0,0,0,0
1992,巴西,1.98,seriesval,0,0,0,0
1993,巴西,2.27,seriesval,0,0,0,0
1994,巴西,2.57,seriesval,0,0,0,0
1995,巴西,2.86,seriesval,0,0,0,0
1996,巴西,2.75,seriesval,0,0,0,0
1997,巴西,2.65,seriesval,0,0,0,0
1998,巴西,2.54,seriesval,0,0,0,0
1999,巴西,2.44,seriesval,0,0,0,0
2000,巴西,2.33,seriesval,0,0,0,0
2001,巴西,2.33,seriesval,0,0,0,0
2002,巴西,2.34,seriesval,0,0,0,0
2003,巴西,2.34,seriesval,0,0,0,0
2004,巴西,2.35,seriesval,0,0,0,0
2005,巴西,2.35,seriesval,0,0,0,0
2006,巴西,2.19,seriesval,0,0,0,0
2007,巴西,2.03,seriesval,0,0,0,0
2008,巴西,1.86,seriesval,0,0,0,0
2009,巴西,1.7,seriesval,0,0,0,0
2010,巴西,1.54,seriesval,0,0,0,0
2011,巴西,1.56,seriesval,0,0,0,0
2012,巴西,1.49,seriesval,0,0,0,0
2013,巴西,1.55,seriesval,0,0,0,0
2014,巴西,1.62,seriesval,0,0,0,0
2015,巴西,1.68,seriesval,0,0,0,0
2016,巴西,1.75,seriesval,0,0,0,0
2017,巴西,1.82,seriesval,0,0,0,0
2018,巴西,1.88,seriesval,0,0,0,0
2019,巴西,1.95,seriesval,0,0,0,0
2020,巴西,2.02,seriesval,0,0,0,0
2021,巴西,2.06,seriesval,0,0,0,0
2022,巴西,2.11,seriesval,0,0,0,0
2023,巴西,2.16,seriesval,0,0,0,0
2024,巴西,2.21,seriesval,0,0,0,0
2025,巴西,2.26,seriesval,0,0,0,0
2026,巴西,2.31,seriesval,0,0,0,0
2027,巴西,2.35,seriesval,0,0,0,0
2028,巴西,2.4,seriesval,0,0,0,0
2029,巴西,2.45,seriesval,0,0,0,0
2030,巴西,2.5,seriesval,0,0,0,0
2031,巴西,2.59,seriesval,0,0,0,0
2032,巴西,2.68,seriesval,0,0,0,0
2033,巴西,2.78,seriesval,0,0,0,0
2034,巴西,2.87,seriesval,0,0,0,0
2035,巴西,2.96,seriesval,0,0,0,0
2036,巴西,3.05,seriesval,0,0,0,0
2037,巴西,3.14,seriesval,0,0,0,0
2038,巴西,3.24,seriesval,0,0,0,0
2039,巴西,3.33,seriesval,0,0,0,0
2040,巴西,3.42,seriesval,0,0,0,0
2041,巴西,3.51,seriesval,0,0,0,0
2042,巴西,3.6,seriesval,0,0,0,0
2043,巴西,3.7,seriesval,0,0,0,0
2044,巴西,3.79,seriesval,0,0,0,0
2045,巴西,3.88,seriesval,0,0,0,0
2046,巴西,3.97,seriesval,0,0,0,0
2047,巴西,4.06,seriesval,0,0,0,0
2048,巴西,4.16,seriesval,0,0,0,0
2049,巴西,4.25,seriesval,0,0,0,0
2050,巴西,4.34,seriesval,0,0,0,0
2051,巴西,4.37,seriesval,0,0,0,0
2052,巴西,4.4,seriesval,0,0,0,0
2053,巴西,4.42,seriesval,0,0,0,0
2054,巴西,4.45,seriesval,0,0,0,0
2055,巴西,4.48,seriesval,0,0,0,0
2056,巴西,4.51,seriesval,0,0,0,0
2057,巴西,4.54,seriesval,0,0,0,0
2058,巴西,4.56,seriesval,0,0,0,0
2059,巴西,4.59,seriesval,0,0,0,0
2060,巴西,4.62,seriesval,0,0,0,0
2061,巴西,4.65,seriesval,0,0,0,0
2062,巴西,4.68,seriesval,0,0,0,0
2063,巴西,4.7,seriesval,0,0,0,0
2064,巴西,4.73,seriesval,0,0,0,0
2065,巴西,4.76,seriesval,0,0,0,0
2066,巴西,4.79,seriesval,0,0,0,0
2067,巴西,4.82,seriesval,0,0,0,0
2068,巴西,4.84,seriesval,0,0,0,0
2069,巴西,4.87,seriesval,0,0,0,0
2070,巴西,4.9,seriesval,0,0,0,0
2071,巴西,4.93,seriesval,0,0,0,0
2072,巴西,4.96,seriesval,0,0,0,0
2073,巴西,4.98,seriesval,0,0,0,0
2074,巴西,5.01,seriesval,0,0,0,0
2075,巴西,5.04,seriesval,0,0,0,0
2076,巴西,5.07,seriesval,0,0,0,0
2077,巴西,5.1,seriesval,0,0,0,0
2078,巴西,5.12,seriesval,0,0,0,0
2079,巴西,5.15,seriesval,0,0,0,0
2080,巴西,5.18,seriesval,0,0,0,0
2081,巴西,5.21,seriesval,0,0,0,0
2082,巴西,5.24,seriesval,0,0,0,0
2083,巴西,5.26,seriesval,0,0,0,0
2084,巴西,5.29,seriesval,0,0,0,0
2085,巴西,5.32,seriesval,0,0,0,0
2086,巴西,5.35,seriesval,0,0,0,0
2087,巴西,5.38,seriesval,0,0,0,0
2088,巴西,5.4,seriesval,0,0,0,0
2089,巴西,5.43,seriesval,0,0,0,0
2090,巴西,5.46,seriesval,0,0,0,0
2091,巴西,5.49,seriesval,0,0,0,0
2092,巴西,5.52,seriesval,0,0,0,0
2093,巴西,5.54,seriesval,0,0,0,0
2094,巴西,5.57,seriesval,0,0,0,0
2095,巴西,5.6,seriesval,0,0,0,0
2096,巴西,5.63,seriesval,0,0,0,0
2097,巴西,5.66,seriesval,0,0,0,0
2098,巴西,5.68,seriesval,0,0,0,0
2099,巴西,5.71,seriesval,0,0,0,0
2100,巴西,5.74,seriesval,0,0,0,0
1870,日本,0.01,seriesval,0,0,0,0
1871,日本,0.02,seriesval,0,0,0,0
1872,日本,0.02,seriesval,0,0,0,0
1873,日本,0.02,seriesval,0,0,0,0
1874,日本,0.02,seriesval,0,0,0,0
1875,日本,0.02,seriesval,0,0,0,0
1876,日本,0.03,seriesval,0,0,0,0
1877,日本,0.03,seriesval,0,0,0,0
1878,日本,0.03,seriesval,0,0,0,0
1879,日本,0.03,seriesval,0,0,0,0
1880,日本,0.03,seriesval,0,0,0,0
1881,日本,0.03,seriesval,0,0,0,0
1882,日本,0.03,seriesval,0,0,0,0
1883,日本,0.03,seriesval,0,0,0,0
1884,日本,0.03,seriesval,0,0,0,0
1885,日本,0.03,seriesval,0,0,0,0
1886,日本,0.03,seriesval,0,0,0,0
1887,日本,0.03,seriesval,0,0,0,0
1888,日本,0.03,seriesval,0,0,0,0
1889,日本,0.04,seriesval,0,0,0,0
1890,日本,0.07,seriesval,0,0,0,0
1891,日本,0.07,seriesval,0,0,0,0
1892,日本,0.07,seriesval,0,0,0,0
1893,日本,0.07,seriesval,0,0,0,0
1894,日本,0.08,seriesval,0,0,0,0
1895,日本,0.08,seriesval,0,0,0,0
1896,日本,0.08,seriesval,0,0,0,0
1897,日本,0.08,seriesval,0,0,0,0
1898,日本,0.09,seriesval,0,0,0,0
1899,日本,0.09,seriesval,0,0,0,0
1900,日本,0.09,seriesval,0,0,0,0
1901,日本,0.1,seriesval,0,0,0,0
1902,日本,0.11,seriesval,0,0,0,0
1903,日本,0.11,seriesval,0,0,0,0
1904,日本,0.11,seriesval,0,0,0,0
1905,日本,0.12,seriesval,0,0,0,0
1906,日本,0.12,seriesval,0,0,0,0
1907,日本,0.12,seriesval,0,0,0,0
1908,日本,0.13,seriesval,0,0,0,0
1909,日本,0.13,seriesval,0,0,0,0
1910,日本,0.13,seriesval,0,0,0,0
1911,日本,0.14,seriesval,0,0,0,0
1912,日本,0.15,seriesval,0,0,0,0
1913,日本,0.16,seriesval,0,0,0,0
1914,日本,0.16,seriesval,0,0,0,0
1915,日本,0.16,seriesval,0,0,0,0
1916,日本,0.16,seriesval,0,0,0,0
1917,日本,0.18,seriesval,0,0,0,0
1918,日本,0.18,seriesval,0,0,0,0
1919,日本,0.19,seriesval,0,0,0,0
1920,日本,0.19,seriesval,0,0,0,0
1921,日本,0.18,seriesval,0,0,0,0
1922,日本,0.19,seriesval,0,0,0,0
1923,日本,0.19,seriesval,0,0,0,0
1924,日本,0.2,seriesval,0,0,0,0
1925,日本,0.2,seriesval,0,0,0,0
1926,日本,0.2,seriesval,0,0,0,0
1927,日本,0.21,seriesval,0,0,0,0
1928,日本,0.21,seriesval,0,0,0,0
1929,日本,0.22,seriesval,0,0,0,0
1930,日本,0.21,seriesval,0,0,0,0
1931,日本,0.2,seriesval,0,0,0,0
1932,日本,0.21,seriesval,0,0,0,0
1933,日本,0.22,seriesval,0,0,0,0
1934,日本,0.24,seriesval,0,0,0,0
1935,日本,0.25,seriesval,0,0,0,0
1936,日本,0.26,seriesval,0,0,0,0
1937,日本,0.27,seriesval,0,0,0,0
1938,日本,0.28,seriesval,0,0,0,0
1939,日本,0.28,seriesval,0,0,0,0
1940,日本,0.31,seriesval,0,0,0,0
1941,日本,0.31,seriesval,0,0,0,0
1942,日本,0.31,seriesval,0,0,0,0
1943,日本,0.31,seriesval,0,0,0,0
1944,日本,0.3,seriesval,0,0,0,0
1945,日本,0.23,seriesval,0,0,0,0
1946,日本,0.2,seriesval,0,0,0,0
1947,日本,0.22,seriesval,0,0,0,0
1948,日本,0.25,seriesval,0,0,0,0
1949,日本,0.26,seriesval,0,0,0,0
1950,日本,0.27,seriesval,0,0,0,0
1951,日本,0.34,seriesval,0,0,0,0
1952,日本,0.37,seriesval,0,0,0,0
1953,日本,0.4,seriesval,0,0,0,0
1954,日本,0.4,seriesval,0,0,0,0
1955,日本,0.4,seriesval,0,0,0,0
1956,日本,0.43,seriesval,0,0,0,0
1957,日本,0.46,seriesval,0,0,0,0
1958,日本,0.46,seriesval,0,0,0,0
1959,日本,0.47,seriesval,0,0,0,0
1960,日本,0.52,seriesval,0,0,0,0
1961,日本,0.55,seriesval,0,0,0,0
1962,日本,0.57,seriesval,0,0,0,0
1963,日本,0.6,seriesval,0,0,0,0
1964,日本,0.65,seriesval,0,0,0,0
1965,日本,0.67,seriesval,0,0,0,0
1966,日本,0.76,seriesval,0,0,0,0
1967,日本,0.82,seriesval,0,0,0,0
1968,日本,0.86,seriesval,0,0,0,0
1969,日本,0.95,seriesval,0,0,0,0
1970,日本,1.04,seriesval,0,0,0,0
1971,日本,1.03,seriesval,0,0,0,0
1972,日本,1.05,seriesval,0,0,0,0
1973,日本,1.14,seriesval,0,0,0,0
1974,日本,1.14,seriesval,0,0,0,0
1975,日本,1.1,seriesval,0,0,0,0
1976,日本,1.11,seriesval,0,0,0,0
1977,日本,1.13,seriesval,0,0,0,0
1978,日本,1.13,seriesval,0,0,0,0
1979,日本,1.15,seriesval,0,0,0,0
1980,日本,1.14,seriesval,0,0,0,0
1981,日本,1.1,seriesval,0,0,0,0
1982,日本,1.05,seriesval,0,0,0,0
1983,日本,1.05,seriesval,0,0,0,0
1984,日本,1.12,seriesval,0,0,0,0
1985,日本,1.12,seriesval,0,0,0,0
1986,日本,1.1,seriesval,0,0,0,0
1987,日本,1.09,seriesval,0,0,0,0
1988,日本,1.16,seriesval,0,0,0,0
1989,日本,1.19,seriesval,0,0,0,0
1990,日本,1.3,seriesval,0,0,0,0
1991,日本,1.32,seriesval,0,0,0,0
1992,日本,1.35,seriesval,0,0,0,0
1993,日本,1.37,seriesval,0,0,0,0
1994,日本,1.4,seriesval,0,0,0,0
1995,日本,1.42,seriesval,0,0,0,0
1996,日本,1.42,seriesval,0,0,0,0
1997,日本,1.44,seriesval,0,0,0,0
1998,日本,1.46,seriesval,0,0,0,0
1999,日本,1.48,seriesval,0,0,0,0
2000,日本,1.41,seriesval,0,0,0,0
2001,日本,1.42,seriesval,0,0,0,0
2002,日本,1.42,seriesval,0,0,0,0
2003,日本,1.43,seriesval,0,0,0,0
2004,日本,1.43,seriesval,0,0,0,0
2005,日本,1.44,seriesval,0,0,0,0
2006,日本,1.42,seriesval,0,0,0,0
2007,日本,1.4,seriesval,0,0,0,0
2008,日本,1.39,seriesval,0,0,0,0
2009,日本,1.37,seriesval,0,0,0,0
2010,日本,1.35,seriesval,0,0,0,0
2011,日本,1.4,seriesval,0,0,0,0
2012,日本,1.48,seriesval,0,0,0,0
2013,日本,1.47,seriesval,0,0,0,0
2014,日本,1.46,seriesval,0,0,0,0
2015,日本,1.44,seriesval,0,0,0,0
2016,日本,1.43,seriesval,0,0,0,0
2017,日本,1.42,seriesval,0,0,0,0
2018,日本,1.41,seriesval,0,0,0,0
2019,日本,1.4,seriesval,0,0,0,0
2020,日本,1.39,seriesval,0,0,0,0
2021,日本,1.39,seriesval,0,0,0,0
2022,日本,1.39,seriesval,0,0,0,0
2023,日本,1.39,seriesval,0,0,0,0
2024,日本,1.4,seriesval,0,0,0,0
2025,日本,1.4,seriesval,0,0,0,0
2026,日本,1.4,seriesval,0,0,0,0
2027,日本,1.41,seriesval,0,0,0,0
2028,日本,1.41,seriesval,0,0,0,0
2029,日本,1.41,seriesval,0,0,0,0
2030,日本,1.42,seriesval,0,0,0,0
2031,日本,1.43,seriesval,0,0,0,0
2032,日本,1.45,seriesval,0,0,0,0
2033,日本,1.47,seriesval,0,0,0,0
2034,日本,1.49,seriesval,0,0,0,0
2035,日本,1.51,seriesval,0,0,0,0
2036,日本,1.53,seriesval,0,0,0,0
2037,日本,1.55,seriesval,0,0,0,0
2038,日本,1.57,seriesval,0,0,0,0
2039,日本,1.59,seriesval,0,0,0,0
2040,日本,1.61,seriesval,0,0,0,0
2041,日本,1.63,seriesval,0,0,0,0
2042,日本,1.65,seriesval,0,0,0,0
2043,日本,1.67,seriesval,0,0,0,0
2044,日本,1.68,seriesval,0,0,0,0
2045,日本,1.7,seriesval,0,0,0,0
2046,日本,1.72,seriesval,0,0,0,0
2047,日本,1.74,seriesval,0,0,0,0
2048,日本,1.76,seriesval,0,0,0,0
2049,日本,1.78,seriesval,0,0,0,0
2050,日本,1.8,seriesval,0,0,0,0
2051,日本,1.8,seriesval,0,0,0,0
2052,日本,1.8,seriesval,0,0,0,0
2053,日本,1.8,seriesval,0,0,0,0
2054,日本,1.8,seriesval,0,0,0,0
2055,日本,1.8,seriesval,0,0,0,0
2056,日本,1.8,seriesval,0,0,0,0
2057,日本,1.8,seriesval,0,0,0,0
2058,日本,1.8,seriesval,0,0,0,0
2059,日本,1.8,seriesval,0,0,0,0
2060,日本,1.8,seriesval,0,0,0,0
2061,日本,1.8,seriesval,0,0,0,0
2062,日本,1.8,seriesval,0,0,0,0
2063,日本,1.8,seriesval,0,0,0,0
2064,日本,1.8,seriesval,0,0,0,0
2065,日本,1.8,seriesval,0,0,0,0
2066,日本,1.8,seriesval,0,0,0,0
2067,日本,1.8,seriesval,0,0,0,0
2068,日本,1.8,seriesval,0,0,0,0
2069,日本,1.8,seriesval,0,0,0,0
2070,日本,1.8,seriesval,0,0,0,0
2071,日本,1.8,seriesval,0,0,0,0
2072,日本,1.8,seriesval,0,0,0,0
2073,日本,1.8,seriesval,0,0,0,0
2074,日本,1.8,seriesval,0,0,0,0
2075,日本,1.8,seriesval,0,0,0,0
2076,日本,1.8,seriesval,0,0,0,0
2077,日本,1.8,seriesval,0,0,0,0
2078,日本,1.8,seriesval,0,0,0,0
2079,日本,1.8,seriesval,0,0,0,0
2080,日本,1.8,seriesval,0,0,0,0
2081,日本,1.8,seriesval,0,0,0,0
2082,日本,1.8,seriesval,0,0,0,0
2083,日本,1.8,seriesval,0,0,0,0
2084,日本,1.8,seriesval,0,0,0,0
2085,日本,1.8,seriesval,0,0,0,0
2086,日本,1.8,seriesval,0,0,0,0
2087,日本,1.8,seriesval,0,0,0,0
2088,日本,1.8,seriesval,0,0,0,0
2089,日本,1.8,seriesval,0,0,0,0
2090,日本,1.8,seriesval,0,0,0,0
2091,日本,1.8,seriesval,0,0,0,0
2092,日本,1.8,seriesval,0,0,0,0
2093,日本,1.8,seriesval,0,0,0,0
2094,日本,1.8,seriesval,0,0,0,0
2095,日本,1.8,seriesval,0,0,0,0
2096,日本,1.8,seriesval,0,0,0,0
2097,日本,1.8,seriesval,0,0,0,0
2098,日本,1.8,seriesval,0,0,0,0
2099,日本,1.8,seriesval,0,0,0,0
2100,日本,1.8,seriesval,0,0,0,0
1870,加拿大 ,0.05,seriesval,0,0,0,0
1871,加拿大 ,0.05,seriesval,0,0,0,0
1872,加拿大 ,0.05,seriesval,0,0,0,0
1873,加拿大 ,0.06,seriesval,0,0,0,0
1874,加拿大 ,0.06,seriesval,0,0,0,0
1875,加拿大 ,0.06,seriesval,0,0,0,0
1876,加拿大 ,0.06,seriesval,0,0,0,0
1877,加拿大 ,0.06,seriesval,0,0,0,0
1878,加拿大 ,0.06,seriesval,0,0,0,0
1879,加拿大 ,0.06,seriesval,0,0,0,0
1880,加拿大 ,0.06,seriesval,0,0,0,0
1881,加拿大 ,0.06,seriesval,0,0,0,0
1882,加拿大 ,0.06,seriesval,0,0,0,0
1883,加拿大 ,0.06,seriesval,0,0,0,0
1884,加拿大 ,0.06,seriesval,0,0,0,0
1885,加拿大 ,0.06,seriesval,0,0,0,0
1886,加拿大 ,0.06,seriesval,0,0,0,0
1887,加拿大 ,0.07,seriesval,0,0,0,0
1888,加拿大 ,0.07,seriesval,0,0,0,0
1889,加拿大 ,0.07,seriesval,0,0,0,0
1890,加拿大 ,0.08,seriesval,0,0,0,0
1891,加拿大 ,0.09,seriesval,0,0,0,0
1892,加拿大 ,0.09,seriesval,0,0,0,0
1893,加拿大 ,0.09,seriesval,0,0,0,0
1894,加拿大 ,0.09,seriesval,0,0,0,0
1895,加拿大 ,0.09,seriesval,0,0,0,0
1896,加拿大 ,0.09,seriesval,0,0,0,0
1897,加拿大 ,0.09,seriesval,0,0,0,0
1898,加拿大 ,0.09,seriesval,0,0,0,0
1899,加拿大 ,0.09,seriesval,0,0,0,0
1900,加拿大 ,0.09,seriesval,0,0,0,0
1901,加拿大 ,0.1,seriesval,0,0,0,0
1902,加拿大 ,0.13,seriesval,0,0,0,0
1903,加拿大 ,0.14,seriesval,0,0,0,0
1904,加拿大 ,0.15,seriesval,0,0,0,0
1905,加拿大 ,0.15,seriesval,0,0,0,0
1906,加拿大 ,0.16,seriesval,0,0,0,0
1907,加拿大 ,0.18,seriesval,0,0,0,0
1908,加拿大 ,0.18,seriesval,0,0,0,0
1909,加拿大 ,0.19,seriesval,0,0,0,0
1910,加拿大 ,0.2,seriesval,0,0,0,0
1911,加拿大 ,0.21,seriesval,0,0,0,0
1912,加拿大 ,0.22,seriesval,0,0,0,0
1913,加拿大 ,0.24,seriesval,0,0,0,0
1914,加拿大 ,0.23,seriesval,0,0,0,0
1915,加拿大 ,0.23,seriesval,0,0,0,0
1916,加拿大 ,0.25,seriesval,0,0,0,0
1917,加拿大 ,0.26,seriesval,0,0,0,0
1918,加拿大 ,0.27,seriesval,0,0,0,0
1919,加拿大 ,0.26,seriesval,0,0,0,0
1920,加拿大 ,0.27,seriesval,0,0,0,0
1921,加拿大 ,0.26,seriesval,0,0,0,0
1922,加拿大 ,0.25,seriesval,0,0,0,0
1923,加拿大 ,0.28,seriesval,0,0,0,0
1924,加拿大 ,0.27,seriesval,0,0,0,0
1925,加拿大 ,0.26,seriesval,0,0,0,0
1926,加拿大 ,0.28,seriesval,0,0,0,0
1927,加拿大 ,0.27,seriesval,0,0,0,0
1928,加拿大 ,0.26,seriesval,0,0,0,0
1929,加拿大 ,0.27,seriesval,0,0,0,0
1930,加拿大 ,0.26,seriesval,0,0,0,0
1931,加拿大 ,0.24,seriesval,0,0,0,0
1932,加拿大 ,0.23,seriesval,0,0,0,0
1933,加拿大 ,0.23,seriesval,0,0,0,0
1934,加拿大 ,0.24,seriesval,0,0,0,0
1935,加拿大 ,0.23,seriesval,0,0,0,0
1936,加拿大 ,0.24,seriesval,0,0,0,0
1937,加拿大 ,0.25,seriesval,0,0,0,0
1938,加拿大 ,0.24,seriesval,0,0,0,0
1939,加拿大 ,0.24,seriesval,0,0,0,0
1940,加拿大 ,0.26,seriesval,0,0,0,0
1941,加拿大 ,0.27,seriesval,0,0,0,0
1942,加拿大 ,0.28,seriesval,0,0,0,0
1943,加拿大 ,0.29,seriesval,0,0,0,0
1944,加拿大 ,0.29,seriesval,0,0,0,0
1945,加拿大 ,0.28,seriesval,0,0,0,0
1946,加拿大 ,0.29,seriesval,0,0,0,0
1947,加拿大 ,0.3,seriesval,0,0,0,0
1948,加拿大 ,0.31,seriesval,0,0,0,0
1949,加拿大 ,0.3,seriesval,0,0,0,0
1950,加拿大 ,0.31,seriesval,0,0,0,0
1951,加拿大 ,0.32,seriesval,0,0,0,0
1952,加拿大 ,0.32,seriesval,0,0,0,0
1953,加拿大 ,0.32,seriesval,0,0,0,0
1954,加拿大 ,0.32,seriesval,0,0,0,0
1955,加拿大 ,0.32,seriesval,0,0,0,0
1956,加拿大 ,0.35,seriesval,0,0,0,0
1957,加拿大 ,0.34,seriesval,0,0,0,0
1958,加拿大 ,0.34,seriesval,0,0,0,0
1959,加拿大 ,0.34,seriesval,0,0,0,0
1960,加拿大 ,0.35,seriesval,0,0,0,0
1961,加拿大 ,0.36,seriesval,0,0,0,0
1962,加拿大 ,0.38,seriesval,0,0,0,0
1963,加拿大 ,0.39,seriesval,0,0,0,0
1964,加拿大 ,0.41,seriesval,0,0,0,0
1965,加拿大 ,0.43,seriesval,0,0,0,0
1966,加拿大 ,0.45,seriesval,0,0,0,0
1967,加拿大 ,0.46,seriesval,0,0,0,0
1968,加拿大 ,0.49,seriesval,0,0,0,0
1969,加拿大 ,0.51,seriesval,0,0,0,0
1970,加拿大 ,0.55,seriesval,0,0,0,0
1971,加拿大 ,0.57,seriesval,0,0,0,0
1972,加拿大 ,0.57,seriesval,0,0,0,0
1973,加拿大 ,0.59,seriesval,0,0,0,0
1974,加拿大 ,0.6,seriesval,0,0,0,0
1975,加拿大 ,0.59,seriesval,0,0,0,0
1976,加拿大 ,0.61,seriesval,0,0,0,0
1977,加拿大 ,0.69,seriesval,0,0,0,0
1978,加拿大 ,0.71,seriesval,0,0,0,0
1979,加拿大 ,0.75,seriesval,0,0,0,0
1980,加拿大 ,0.76,seriesval,0,0,0,0
1981,加拿大 ,0.75,seriesval,0,0,0,0
1982,加拿大 ,0.63,seriesval,0,0,0,0
1983,加拿大 ,0.62,seriesval,0,0,0,0
